60    [{0}, {1}, {2}, {3}, {4}, {5}, {6}, {7}, {8}, {9}, {10}, {11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {19}, {20}, {21}, {22}, {23}, {24}, {25}, {26}, {27}, {28}, {29}, {30}, {31}, {32}, {33}, {34}, {35}, {36}, {37}, {38}, {39}, {40}]
23040    [{0, 2, 3, 4, 6, 7, 8, 9, 10, 15, 16, 17, 18, 20, 21, 24, 25, 29, 33, 34, 35, 36, 37, 38, 39, 40}, {1}, {5}, {11}, {12}, {32, 19, 13, 23}, {14}, {22}, {26}, {27, 31}, {28}, {30}]
23100    [{0, 2, 3, 4, 6, 7, 8, 9, 10, 15, 16, 17, 18, 20, 21, 24, 25, 29, 33, 34, 35, 36, 37, 38, 39, 40}, {1}, {5}, {11}, {12}, {13, 23}, {14}, {32, 19}, {22}, {26}, {27, 31}, {28}, {30}]
23160    [{0}, {1}, {2, 3, 4, 6, 7, 8, 9, 10, 15, 16, 17, 18, 20, 21, 24, 25, 29, 33, 34, 35, 36, 37, 38, 39, 40}, {5}, {11}, {12}, {13, 23}, {14}, {32, 19}, {22}, {26}, {27, 31}, {28}, {30}]
23220    [{0}, {1}, {2, 3, 4, 6, 7, 8, 9, 10, 15, 16, 17, 18, 20, 21, 24, 25, 29, 33, 34, 35, 36, 37, 38, 39, 40}, {5}, {11}, {12}, {13, 23}, {14}, {32, 19}, {22}, {26}, {27, 31}, {28}, {30}]
23280    [{0}, {1}, {2, 3, 4, 6, 7, 8, 9, 10, 15, 16, 17, 18, 20, 21, 24, 25, 29, 33, 34, 35, 36, 37, 38, 39, 40}, {5}, {11}, {12}, {13, 23}, {14}, {32, 19}, {22}, {26}, {27}, {28}, {30}, {31}]
23340    [{0}, {1}, {2, 3, 4, 6, 7, 8, 9, 10, 15, 16, 17, 18, 20, 21, 24, 25, 29, 33, 34, 35, 36, 37, 38, 39, 40}, {5}, {11}, {12}, {13, 23}, {14}, {32, 19}, {22}, {26}, {27}, {28}, {30}, {31}]
23400    [{0}, {1}, {2, 3, 4, 6, 7, 8, 9, 10, 15, 16, 17, 18, 20, 21, 24, 25, 29, 33, 34, 35, 36, 37, 38, 39, 40}, {5}, {11}, {12}, {13, 23}, {14}, {32, 19}, {22}, {26}, {27}, {28}, {30}, {31}]
23460    [{0}, {1}, {2, 3, 4, 6, 7, 8, 9, 10, 15, 16, 17, 18, 20, 21, 24, 25, 29, 33, 34, 35, 36, 37, 38, 39, 40}, {5}, {11}, {12}, {13, 23}, {14}, {32, 19}, {22}, {26}, {27}, {28}, {30}, {31}]
23520    [{0}, {1}, {2}, {3, 4, 6, 7, 8, 9, 10, 15, 16, 17, 18, 20, 21, 24, 25, 29, 33, 34, 35, 36, 37, 38, 39, 40}, {5}, {11}, {12}, {13, 23}, {14}, {32, 19}, {22}, {26}, {27}, {28}, {30}, {31}]
23580    [{0}, {1}, {2, 3, 4, 6, 7, 8, 9, 10, 15, 16, 17, 18, 20, 21, 24, 25, 29, 33, 34, 35, 36, 37, 38, 39, 40}, {5}, {11}, {12}, {13, 23}, {14}, {32, 19}, {22}, {26}, {27}, {28}, {30}, {31}]
23640    [{0, 2, 3, 4, 7, 8, 9, 10, 15, 16, 17, 18, 20, 21, 24, 25, 29, 33, 34, 35, 36, 37, 38, 39, 40}, {1}, {5}, {6}, {11}, {12}, {13, 23}, {14}, {19}, {22}, {26}, {27}, {28}, {30}, {31}, {32}]
23700    [{0, 2, 3, 4, 7, 8, 9, 10, 15, 16, 17, 18, 20, 21, 24, 25, 29, 33, 34, 35, 36, 37, 38, 39, 40}, {1}, {5}, {6}, {11}, {12}, {13, 23}, {14}, {19}, {22}, {26}, {27}, {28}, {30}, {31}, {32}]
23760    [{0, 2, 3, 4, 7, 8, 9, 10, 15, 16, 17, 18, 20, 21, 24, 25, 29, 33, 34, 35, 36, 37, 38, 39, 40}, {1}, {5}, {6, 22}, {11}, {12}, {13, 23}, {14}, {19}, {26}, {27}, {28}, {30}, {31}, {32}]
23820    [{0, 2, 3, 4, 7, 8, 9, 10, 15, 16, 17, 18, 20, 21, 24, 25, 27, 29, 33, 34, 35, 36, 37, 38, 39, 40}, {1}, {5}, {6}, {11}, {12}, {13, 23}, {14}, {19}, {22}, {26}, {28}, {30}, {31}, {32}]
23880    [{0, 2, 3, 4, 7, 8, 9, 10, 15, 16, 17, 18, 20, 21, 24, 25, 27, 29, 33, 34, 35, 36, 37, 38, 39, 40}, {1}, {5}, {6}, {11}, {12}, {13, 23}, {14}, {19}, {22}, {26}, {28}, {30}, {31}, {32}]
23940    [{0}, {1}, {2, 3, 4, 6, 7, 8, 9, 10, 15, 16, 17, 20, 21, 24, 25, 26, 27, 29, 33, 34, 35, 36, 37, 38, 39, 40}, {5}, {11}, {12}, {13, 23}, {14}, {18}, {19}, {22}, {28}, {30}, {31}, {32}]
24000    [{0}, {1}, {2, 3, 4, 6, 7, 8, 9, 10, 15, 16, 17, 20, 21, 24, 25, 26, 27, 29, 33, 34, 35, 36, 37, 38, 39, 40}, {5}, {11}, {12}, {13, 23}, {14}, {18, 31}, {19}, {22}, {28}, {30}, {32}]
24060    [{0}, {1}, {2, 3, 4, 6, 7, 8, 9, 10, 15, 16, 17, 20, 21, 24, 25, 26, 27, 29, 33, 34, 35, 36, 37, 38, 39, 40}, {5}, {11}, {12}, {13, 23}, {14}, {18, 31}, {19}, {22}, {28}, {30}, {32}]
24120    [{0, 2, 3, 4, 6, 7, 8, 9, 10, 15, 16, 17, 20, 21, 24, 25, 26, 27, 29, 33, 34, 35, 36, 37, 38, 39, 40}, {1}, {5}, {11}, {12}, {13, 23}, {14}, {18, 31}, {19}, {22}, {28}, {30}, {32}]
24180    [{0, 2, 3, 4, 7, 9, 10, 15, 16, 17, 18, 20, 21, 24, 25, 26, 27, 29, 31, 33, 34, 35, 36, 37, 38, 39, 40}, {1}, {5}, {6}, {8}, {11}, {12}, {13, 23}, {14}, {19}, {22}, {28}, {30}, {32}]
24240    [{0, 2, 3, 4, 7, 9, 10, 15, 16, 17, 18, 20, 21, 24, 25, 26, 27, 29, 31, 33, 34, 35, 36, 37, 38, 39, 40}, {1}, {5}, {6}, {8}, {11}, {12}, {13, 23}, {14}, {19}, {22}, {28}, {30}, {32}]
24300    [{0, 33, 40}, {1}, {2, 3, 4, 9, 10, 15, 16, 17, 20, 21, 24, 25, 26, 27, 29, 31, 34, 35, 36, 37, 38, 39}, {5}, {18, 6}, {7}, {8}, {11}, {12}, {13, 23}, {14}, {19}, {22}, {28}, {30}, {32}]
24360    [{0, 33, 40}, {1}, {2, 3, 7, 9, 10, 15, 16, 17, 20, 21, 24, 25, 26, 27, 29, 31, 34, 35, 36, 37, 38, 39}, {4}, {5}, {18, 6}, {8}, {11}, {12}, {13, 23}, {14}, {19}, {22}, {28}, {30}, {32}]
24420    [{0, 33, 40, 22}, {1}, {2, 3, 7, 9, 10, 15, 16, 17, 20, 21, 24, 25, 26, 27, 29, 31, 34, 35, 36, 37, 38, 39}, {4}, {5}, {6}, {8}, {11}, {12}, {13, 23}, {14}, {18}, {19}, {28}, {30}, {32}]
24480    [{0, 33, 40, 22}, {1}, {2, 3, 9, 10, 15, 16, 20, 21, 24, 25, 27, 29, 31, 34, 35, 36, 37, 38, 39}, {4}, {5}, {6}, {7}, {8}, {11}, {12}, {13, 23}, {14}, {17}, {18}, {19}, {26}, {28}, {30}, {32}]
24540    [{0, 33, 40}, {1}, {2, 3, 9, 10, 16, 17, 20, 21, 24, 25, 26, 27, 29, 31, 34, 35, 36, 37, 38, 39}, {4}, {5}, {6}, {7}, {8}, {11}, {12}, {13, 23}, {14}, {15}, {18}, {19}, {22}, {28}, {30}, {32}]
24600    [{0, 33, 40}, {1}, {2, 3, 9, 10, 16, 17, 20, 21, 24, 25, 26, 27, 29, 31, 34, 35, 36, 37, 38, 39}, {4}, {5}, {6}, {7}, {8}, {11}, {12}, {13, 23}, {14}, {15}, {18}, {19}, {22}, {28}, {30}, {32}]
24660    [{0, 33, 40}, {1}, {2, 34, 3, 35, 38, 37, 39, 9, 10, 17, 21, 24, 25, 26, 27, 29, 31}, {4}, {5}, {6}, {7}, {8}, {11}, {12}, {13, 23}, {14}, {15}, {16}, {18}, {19}, {20}, {22}, {28}, {30}, {32}, {36}]
24720    [{0, 33, 40}, {1}, {2, 34, 35, 37, 3, 39, 38, 9, 10, 17, 21, 24, 25, 26, 27, 29, 31}, {4}, {5}, {6}, {7}, {8}, {11}, {12}, {13, 23}, {14}, {15}, {16}, {18}, {19}, {20}, {22}, {28}, {30}, {32}, {36}]
24780    [{0, 33, 40}, {1}, {2, 34, 35, 37, 3, 39, 38, 9, 10, 17, 21, 24, 25, 26, 27, 29, 31}, {4}, {5}, {6}, {7}, {8}, {11}, {12}, {13, 23}, {14}, {15}, {16}, {18}, {19}, {20}, {22}, {28}, {30}, {32}, {36}]
24840    [{0, 33, 40}, {1}, {2, 3, 34, 35, 37, 38, 39, 9, 10, 17, 21, 24, 25, 26, 27, 29, 31}, {4, 6}, {5}, {7}, {8}, {11}, {12}, {13, 23}, {14}, {15}, {16}, {18}, {19}, {20}, {22}, {28}, {30}, {32}, {36}]
24900    [{0, 33, 40}, {1}, {2, 3, 34, 35, 37, 38, 39, 9, 10, 17, 21, 24, 25, 26, 27, 29, 31}, {4, 6}, {5}, {7}, {8, 11}, {12}, {13, 23}, {14}, {15}, {16}, {18}, {19}, {20}, {22}, {28}, {30}, {32}, {36}]
24960    [{0}, {1}, {2, 3, 34, 35, 37, 38, 39, 9, 10, 17, 21, 24, 25, 26, 27, 29, 31}, {4, 6}, {5}, {7}, {8, 11}, {12}, {13, 23}, {14}, {15}, {16}, {18}, {19, 36}, {20}, {40, 33, 22}, {28}, {30}, {32}]
25020    [{0}, {1}, {2, 3, 34, 35, 37, 38, 39, 9, 10, 21, 24, 25, 26, 27, 29, 31}, {4}, {5}, {6}, {7}, {8}, {11}, {12}, {13, 23}, {14}, {15}, {16}, {17}, {18}, {19, 36}, {20}, {22}, {28}, {30}, {32}, {40, 33}]
25080    [{0}, {1}, {2, 35, 3, 34, 37, 38, 39, 9, 10, 21, 24, 25, 26, 27, 29, 31}, {4}, {5}, {6}, {7}, {8}, {11}, {12}, {13, 23}, {14}, {15}, {16}, {17}, {18}, {19, 36}, {20}, {22}, {28}, {30}, {32}, {40, 33}]
25140    [{0}, {1}, {2, 3, 34, 37, 38, 39, 35, 9, 10, 17, 21, 24, 26, 27, 29, 31}, {4}, {5}, {20, 6}, {7}, {8}, {11}, {12}, {13, 23}, {14}, {15}, {16}, {18}, {19, 36}, {22}, {25}, {28}, {30}, {32}, {33}, {40}]
25200    [{0, 33}, {1}, {2, 3, 34, 37, 38, 39, 35, 9, 10, 17, 21, 24, 26, 27, 29, 31}, {4}, {5}, {20, 6}, {7}, {8}, {11}, {12}, {13, 23}, {14}, {15}, {16}, {18}, {19, 36}, {22}, {25}, {28}, {30}, {32}, {40}]
25260    [{0, 33}, {1}, {2}, {34, 3, 35, 37, 38, 39, 9, 10, 21, 24, 26, 27, 29, 31}, {4}, {5}, {20, 6}, {7}, {8}, {11}, {12}, {13, 23}, {14}, {15}, {16}, {17}, {18}, {19, 36}, {22}, {25}, {28}, {30}, {32}, {40}]
25320    [{0, 33}, {1}, {2}, {34, 35, 3, 37, 38, 39, 9, 10, 21, 24, 26, 27, 29, 31}, {4}, {5}, {20, 6}, {7}, {8}, {11}, {12}, {13, 23}, {14}, {15}, {16}, {17}, {18}, {19, 36}, {22}, {25}, {28}, {30}, {32}, {40}]
25380    [{0, 33}, {1}, {2}, {34, 35, 3, 37, 38, 39, 9, 10, 21, 24, 26, 27, 29, 31}, {4}, {5}, {20, 6}, {7}, {8}, {11}, {12}, {13, 23}, {14}, {15}, {16}, {17}, {18}, {19, 36}, {22}, {25}, {28}, {30}, {32}, {40}]
25440    [{0, 33}, {1}, {2}, {34, 35, 3, 37, 38, 39, 9, 10, 21, 24, 26, 27, 29, 31}, {4}, {5}, {20, 6}, {7}, {8}, {11}, {12}, {13, 23}, {14}, {15}, {16}, {17}, {18}, {19, 36}, {22}, {25}, {28}, {30}, {32}, {40}]
25500    [{0}, {1}, {2}, {34, 3, 35, 37, 38, 39, 10, 21, 24, 26, 27, 29, 31}, {4}, {5}, {20, 6}, {7}, {8, 11}, {9}, {12}, {13, 23}, {14}, {15}, {16}, {17}, {18}, {19, 36}, {22}, {25}, {28}, {30}, {32}, {40, 33}]
25560    [{0, 33, 40}, {1}, {2}, {34, 35, 3, 37, 38, 39, 9, 10, 21, 24, 26, 27, 29, 31}, {4}, {5}, {20, 6}, {7}, {8, 11}, {12}, {13, 23}, {14}, {15}, {16}, {17}, {18}, {19, 36}, {22}, {25}, {28}, {30}, {32}]
25620    [{0}, {1}, {2}, {34, 35, 3, 37, 38, 39, 9, 10, 21, 24, 26, 27, 31}, {4}, {5}, {20, 6}, {7}, {8, 11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {19, 36}, {22}, {23}, {25}, {28}, {29}, {30}, {32}, {40, 33}]
25680    [{0}, {1}, {2}, {34, 3, 35, 37, 38, 39, 9, 10, 21, 24, 26, 27, 31}, {4}, {5}, {6}, {7}, {8, 11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {19, 36}, {20}, {22}, {23}, {25}, {28}, {29}, {30}, {32}, {40, 33}]
25740    [{0}, {1}, {2}, {34, 3, 35, 37, 38, 39, 9, 10, 21, 24, 26, 27, 31}, {4}, {5}, {6}, {7}, {8, 11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {19, 36}, {20}, {22}, {23}, {25}, {28}, {29}, {30}, {32}, {40, 33}]
25800    [{0}, {1}, {2}, {34, 3, 35, 37, 38, 39, 9, 10, 21, 24, 26, 27, 31}, {4}, {5}, {6}, {7}, {8}, {11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {20}, {22}, {23}, {25}, {28}, {29}, {30}, {40, 33}]
25860    [{0}, {1}, {2}, {34, 3, 35, 37, 38, 39, 9, 10, 21, 24, 26, 27, 31}, {4}, {5}, {6}, {7}, {8}, {11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {20}, {22}, {23}, {25}, {28}, {29}, {30}, {40, 33}]
25920    [{0}, {1}, {2}, {34, 3, 35, 37, 38, 39, 9, 10, 21, 24, 26, 27, 31}, {4}, {5}, {6}, {7}, {8}, {11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {20}, {22}, {23}, {25}, {28}, {29}, {30}, {40, 33}]
25980    [{0, 33, 40}, {1}, {2}, {34, 3, 35, 37, 38, 39, 9, 10, 21, 24, 26, 27, 31}, {4}, {5}, {20, 6}, {7}, {8}, {11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {22}, {23}, {25}, {28}, {29}, {30}]
26040    [{0, 33, 40}, {1}, {2}, {34, 3, 35, 37, 38, 39, 9, 10, 21, 24, 26, 27, 31}, {4}, {5}, {20, 6}, {7}, {8}, {11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {22}, {23}, {25}, {28}, {29}, {30}]
26100    [{0, 33, 40}, {1}, {2}, {34, 3, 35, 37, 38, 39, 9, 10, 21, 24, 26, 27, 31}, {4}, {5}, {20, 6}, {7}, {8}, {11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {22}, {23}, {25}, {28}, {29}, {30}]
26160    [{0, 33, 40}, {1}, {2}, {34, 35, 3, 37, 38, 39, 9, 10, 21, 24, 26, 27, 31}, {4}, {5}, {20, 6}, {7}, {8}, {11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {22}, {23}, {25}, {28}, {29}, {30}]
26220    [{0}, {1}, {2}, {34, 3, 35, 37, 38, 39, 9, 10, 26, 27, 31}, {4}, {5}, {6}, {7}, {8, 11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {20}, {24, 21}, {22}, {23}, {25}, {28}, {29}, {30}, {40, 33}]
26280    [{0, 33, 40}, {1}, {2}, {34, 3, 35, 37, 38, 39, 9, 10, 26, 27, 31}, {4}, {5}, {6}, {7}, {8, 11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {20}, {21}, {22}, {23}, {24}, {25}, {28}, {29}, {30}]
26340    [{0, 33, 40}, {1}, {2}, {34, 3, 35, 37, 38, 39, 9, 10, 26, 27, 31}, {4}, {5}, {6}, {7}, {8, 11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {20}, {21}, {22}, {23}, {24}, {25}, {28}, {29}, {30}]
26400    [{0}, {1}, {2}, {34, 35, 3, 37, 39, 9, 10, 26, 27, 31}, {4}, {5}, {6}, {7}, {8, 11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {20}, {21}, {22}, {23}, {24}, {25}, {28}, {29}, {30}, {40, 33}, {38}]
26460    [{0}, {1}, {2}, {34, 35, 3, 37, 39, 9, 10, 27, 31}, {4}, {5}, {6}, {7}, {8, 11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {20}, {21}, {22}, {23}, {24}, {25}, {26}, {28}, {29}, {30}, {40, 33}, {38}]
26520    [{0}, {1}, {2}, {34, 3, 39, 9, 10}, {4}, {5}, {6}, {7}, {8, 11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {20}, {21}, {22}, {23}, {24}, {25}, {26}, {27}, {28}, {29}, {30}, {31}, {40, 33}, {35}, {37}, {38}]
26580    [{0}, {1}, {2}, {9, 34, 3, 39}, {4}, {5}, {20, 6}, {7}, {8, 11}, {10}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {21}, {22}, {23}, {24}, {25}, {26}, {27}, {28}, {29}, {30}, {31}, {40, 33}, {35}, {37}, {38}]
26640    [{0, 33, 40}, {1}, {2}, {9, 34, 3, 39}, {4}, {5}, {20, 6}, {38, 7}, {8, 11}, {10}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {21}, {22}, {23}, {24}, {25}, {26}, {27}, {28}, {29}, {30}, {31}, {35}, {37}]
26700    [{0, 33, 40}, {1}, {2}, {9, 34, 3, 39}, {4}, {5}, {6}, {38, 7}, {8, 11}, {10}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {20}, {21}, {22}, {23}, {24}, {25}, {26}, {27}, {28}, {29}, {30}, {31}, {35}, {37}]
26760    [{0, 33, 37, 38, 7, 40}, {1}, {2}, {9, 34, 3, 39}, {4}, {5}, {6}, {8, 11}, {10, 31}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {20}, {21}, {22}, {23}, {24}, {25}, {26}, {27}, {28}, {29}, {30}, {35}]
26820    [{0, 33, 37, 38, 7, 40}, {1}, {2}, {9, 34, 3, 39}, {4}, {5}, {6}, {8, 11}, {10, 31}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {20}, {21}, {22}, {23}, {24}, {25}, {26}, {27}, {28}, {29}, {30}, {35}]
26880    [{0, 33, 37, 38, 7, 40}, {1}, {2}, {9, 34, 3, 39}, {4}, {5}, {6}, {8, 11}, {10, 31}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {20}, {21}, {22}, {23}, {24}, {25}, {26}, {27}, {28}, {29}, {30}, {35}]
26940    [{0, 33, 37, 38, 7, 40}, {1}, {2}, {9, 34, 3, 39}, {4}, {5}, {20, 6}, {8}, {10}, {11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {21}, {22}, {23}, {24}, {25}, {26}, {27, 31}, {28}, {29}, {30}, {35}]
27000    [{0, 33, 37, 38, 7, 40}, {1}, {2}, {9, 34, 3, 39}, {4}, {5}, {20, 6}, {8}, {10}, {11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {21}, {22}, {23}, {24}, {25}, {26}, {27, 31}, {28}, {29}, {30}, {35}]
27060    [{0, 33, 38, 7, 40}, {1}, {2}, {9, 34, 3, 39}, {4}, {5}, {20, 6}, {8}, {10, 27, 31}, {11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {21}, {22}, {23}, {24}, {25}, {26}, {28}, {29}, {30}, {35}, {37}]
27120    [{0, 33, 38, 7, 40}, {1}, {2}, {3, 39}, {4}, {5}, {20, 6}, {8}, {9, 34}, {10, 27, 31}, {11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {21}, {22}, {23}, {24}, {25}, {26}, {28}, {29}, {30}, {35}, {37}]
27180    [{0}, {1}, {2}, {3, 39}, {4}, {5}, {20, 6}, {40, 33, 38, 7}, {8}, {9, 34}, {10, 27, 31}, {11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {21}, {22}, {23}, {24}, {25}, {26}, {28}, {29}, {30}, {35}, {37}]
27240    [{0}, {1}, {2}, {3, 39}, {4}, {5}, {20, 6}, {7}, {8}, {9, 34}, {10, 27, 31}, {11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {21}, {22}, {23}, {24}, {25}, {26}, {28}, {29}, {30}, {40, 33}, {35}, {37}, {38}]
27300    [{0}, {1}, {2}, {3, 39}, {4}, {5}, {20, 6}, {7}, {8, 11}, {9, 34}, {10, 27, 31}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {21}, {22}, {23}, {24}, {25}, {26}, {28}, {29}, {30}, {33}, {35}, {37}, {38}, {40}]
27360    [{0, 33}, {1}, {2}, {3}, {4}, {5}, {20, 6}, {7}, {8, 11}, {9, 34}, {10, 27, 31}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {21}, {22}, {23}, {24}, {25}, {26}, {28}, {29}, {30}, {35}, {37}, {38}, {39}, {40}]
27420    [{0, 33}, {1}, {2}, {3}, {4}, {5}, {6}, {7}, {8, 11}, {9, 34}, {10, 27, 31}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {20}, {21}, {22}, {23}, {24}, {25}, {26}, {28}, {29}, {30}, {35}, {37}, {38}, {39}, {40}]
27480    [{0, 33}, {1}, {2}, {3}, {4}, {5}, {6}, {7}, {8, 11}, {9, 34}, {10, 27, 31}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {20}, {21}, {22}, {23}, {24}, {25}, {26}, {28}, {29}, {30}, {35}, {37}, {38}, {39}, {40}]
27540    [{0, 33}, {1}, {2}, {3}, {4}, {5}, {6}, {7}, {8, 11}, {9}, {10, 27, 31}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {20}, {21}, {22}, {23}, {24}, {25}, {26}, {28}, {29}, {30}, {34}, {35}, {37}, {38}, {39}, {40}]
27600    [{0}, {1}, {2}, {3}, {4}, {5}, {6}, {38, 7}, {8, 11}, {9}, {10, 27, 31}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {20}, {21}, {22}, {23}, {24}, {25}, {26}, {28}, {29}, {30}, {33}, {34}, {35}, {37}, {39}, {40}]
27660    [{0}, {1}, {2}, {3}, {4}, {5}, {20, 6}, {38, 7}, {8, 11}, {9}, {10, 27, 31}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {21}, {22}, {23}, {24}, {25}, {26}, {28}, {29}, {30}, {33}, {34}, {35}, {37}, {39}, {40}]
27720    [{0}, {1}, {2}, {3}, {4}, {5}, {20, 6}, {38, 7}, {8, 11}, {9}, {10, 27, 31}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {21}, {22}, {23}, {24}, {25}, {26}, {28}, {29}, {30}, {33}, {34}, {35}, {37}, {39}, {40}]
27780    [{0}, {1}, {2}, {3}, {4}, {5}, {20, 6}, {38, 7}, {8, 11}, {9}, {10, 27, 31}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {21}, {22}, {23}, {24}, {25}, {26}, {28}, {29}, {30}, {33}, {34}, {35}, {37}, {39}, {40}]
27840    [{0}, {1}, {2}, {3}, {4}, {5}, {20, 6}, {38, 7}, {8, 11}, {9}, {10, 27, 31}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {21}, {22}, {23}, {24}, {25}, {26}, {28}, {29}, {30}, {33}, {34}, {35}, {37}, {39}, {40}]
27900    [{0, 33}, {1}, {2}, {3}, {4}, {5}, {20, 6}, {38, 7}, {8, 11}, {9}, {10, 27}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {21}, {22}, {23}, {24}, {25}, {26}, {28}, {29}, {30}, {31}, {34}, {35}, {37}, {39}, {40}]
27960    [{0, 33}, {1}, {2}, {3}, {4}, {5}, {20, 6}, {38, 7}, {8, 11}, {9}, {10}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {21}, {22}, {23}, {24}, {25}, {26}, {27}, {28}, {29}, {30}, {31}, {34}, {35}, {37}, {39}, {40}]
28020    [{0, 33}, {1}, {2}, {3}, {4}, {5}, {20, 6}, {7}, {8, 11}, {9}, {10}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {21}, {22}, {23}, {24}, {25}, {26}, {27}, {28}, {29}, {30}, {31}, {34}, {35}, {37}, {38}, {39}, {40}]
28080    [{0, 33}, {1}, {2}, {3}, {4}, {5}, {20, 6}, {7}, {8, 11}, {9}, {10}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {21}, {22}, {23}, {24}, {25}, {26}, {27}, {28}, {29}, {30}, {31}, {34}, {35}, {37}, {38}, {39}, {40}]
28140    [{0, 33, 40}, {1}, {2}, {3}, {4}, {5}, {20, 6}, {7}, {8}, {9}, {10}, {11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {21}, {22}, {23}, {24}, {25}, {26}, {27}, {28}, {29}, {30}, {31}, {34}, {35}, {37}, {38}, {39}]
28200    [{0, 33, 40}, {1}, {2}, {3}, {4}, {5}, {20, 6}, {7}, {8}, {9}, {10}, {11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {21}, {22}, {23}, {24}, {25}, {26}, {27}, {28}, {29}, {30}, {31}, {34}, {35}, {37}, {38}, {39}]
28260    [{0, 33, 40}, {1}, {2}, {3}, {4}, {5}, {20, 6}, {7}, {8}, {9}, {10}, {11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {21}, {22}, {23}, {24}, {25}, {26}, {27}, {28}, {29}, {30}, {31}, {34}, {35}, {37}, {38}, {39}]
28320    [{0, 33, 40}, {1}, {2}, {3}, {4}, {5}, {20, 6}, {7}, {8}, {9}, {10}, {11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19, 36}, {21}, {22}, {23}, {24}, {25}, {26}, {27}, {28}, {29}, {30}, {31}, {34}, {35}, {37}, {38}, {39}]
28380    [{0, 33, 40}, {1}, {2}, {3}, {4}, {5}, {20, 6}, {7}, {8}, {9}, {10, 27}, {11}, {12}, {13}, {14}, {15}, {16}, {17}, {18}, {32, 19}, {21}, {22}, {23}, {24}, {25}, {26}, {28}, {29}, {30}, {31}, {34}, {35}, {36}, {37}, {38}, {39}]
